ID,Class,Order,Family,Genus,Species,Genus_and_species_,Genus_and_species,rmouillot,rnickwio,rmorais,rbrandl,rhalpern,ryeager,rnewman,rrls,randraldi,rwyatt,rhonorio,rclark,rharvey,rilarri,rmendes,rparrish,rpastro,rrodriguez,ralvarez,rbertoncini,rjohnson,rkattan,rleal,rpaula,rpereira,rramos,rrosa,rwilliams,runsworth,rsiquiera
5738,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Arothron,mappa,Arothron_mappa,Arothron mappa,I,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5739,Actinopterygii (ray-finned fishes),Tetraodontiformes,Ostraciidae,Ostracion,whitleyi,Ostracion_whitleyi,Ostracion whitleyi,I,NA,NA,NA,NA,O,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5740,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,hexophtalma,Parapercis_hexophtalma,Parapercis hexophtalma,P,NA,I,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5741,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,robinsoni,Parapercis_robinsoni,Parapercis robinsoni,P,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5742,Actinopterygii (ray-finned fishes),Beryciformes,Holocentridae,Sargocentron,xantherythrum,Sargocentron_xantherythrum,Sargocentron xantherythrum,I,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5743,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,nebulosa,Parapercis_nebulosa,Parapercis nebulosa,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5744,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Uropterygius,macrocephalus,Uropterygius_macrocephalus,Uropterygius macrocephalus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5745,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Blenniella,gibbifrons,Blenniella_gibbifrons,Blenniella gibbifrons,H,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
5746,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,schauinslandii,Parapercis_schauinslandii,Parapercis schauinslandii,I,NA,NA,NA,NA,I,NA,I,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5747,Actinopterygii (ray-finned fishes),Scorpaeniformes,Caracanthidae,Caracanthus,maculatus,Caracanthus_maculatus,Caracanthus maculatus,I,NA,NA,NA,NA,I,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5748,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Pseudanthias,bicolor,Pseudanthias_bicolor,Pseudanthias bicolor,PK,NA,NA,NA,NA,PK,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
5749,Actinopterygii (ray-finned fishes),Syngnathiformes,Syngnathidae,Cosmocampus,balli,Cosmocampus_balli,Cosmocampus balli,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5750,Actinopterygii (ray-finned fishes),Perciformes,Mullidae,Parupeneus,macronemus,Parupeneus_macronemus,Parupeneus macronemus,I,I,I,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5751,Actinopterygii (ray-finned fishes),Perciformes,Mullidae,Upeneus,japonicus,Upeneus_japonicus,Upeneus japonicus,I,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5752,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnomuraena,zebra,Gymnomuraena_zebra,Gymnomuraena zebra,P,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5753,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,breedeni,Gymnothorax_breedeni,Gymnothorax breedeni,P,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5754,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,johnsoni,Gymnothorax_johnsoni,Gymnothorax johnsoni,P,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5755,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,phasmatodes,Gymnothorax_phasmatodes,Gymnothorax phasmatodes,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5756,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Parachaetodon,ocellatus,Parachaetodon_ocellatus,Parachaetodon ocellatus,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5757,Actinopterygii (ray-finned fishes),Perciformes,Oplegnathidae,Oplegnathus,peaolopesi,Oplegnathus_peaolopesi,Oplegnathus peaolopesi,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5758,Actinopterygii (ray-finned fishes),Perciformes,Pentacerotidae,Histiopterus,typus,Histiopterus_typus,Histiopterus typus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5759,Actinopterygii (ray-finned fishes),Scorpaeniformes,Platycephalidae,Cociella,crocodilus,Cociella_crocodilus,Cociella crocodila,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5760,Actinopterygii (ray-finned fishes),Scorpaeniformes,Platycephalidae,Papilloculiceps,longiceps,Papilloculiceps_longiceps,Papilloculiceps longiceps,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5761,Actinopterygii (ray-finned fishes),Perciformes,Mullidae,Mullus,barbatus barbatus,Mullus_barbatus barbatus,Mullus barbatus barbatus,I,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5762,Actinopterygii (ray-finned fishes),Perciformes,Polynemidae,Polydactylus,plebeius,Polydactylus_plebeius,Polydactylus plebeius,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5763,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Pomacanthus,annularis,Pomacanthus_annularis,Pomacanthus annularis,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5764,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Pomacanthus,maculosus,Pomacanthus_maculosus,Pomacanthus maculosus,I,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5765,Actinopterygii (ray-finned fishes),Perciformes,Priacanthidae,Pristigenys,niphonia,Pristigenys_niphonia,Pristigenys niphonia,P,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5766,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Hipposcarus,harid,Hipposcarus_harid,Hipposcarus harid,O,H,H,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
5767,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Chlorurus,atrilunula,Chlorurus_atrilunula,Chlorurus atrilunula,O,H,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
5768,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Chlorurus,cyanescens,Chlorurus_cyanescens,Chlorurus cyanescens,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
5769,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Chlorurus,enneacanthus,Chlorurus_enneacanthus,Chlorurus enneacanthus,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
5770,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Scarus,falcipinnis,Scarus_falcipinnis,Scarus falcipinnis,H,H,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
5771,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Scarus,russelii,Scarus_russelii,Scarus russelii,H,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
5772,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Scarus,scaber,Scarus_scaber,Scarus scaber,O,H,H,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
5773,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Scarus,viridifucatus,Scarus_viridifucatus,Scarus viridifucatus,O,H,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
5774,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaenopsis,gibbosa,Scorpaenopsis_gibbosa,Scorpaenopsis gibbosa,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5775,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaenopsis,venosa,Scorpaenopsis_venosa,Scorpaenopsis venosa,P,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5776,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Acanthistius,sebastoides,Acanthistius_sebastoides,Acanthistius sebastoides,P,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5777,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Lutjanus,ehrenbergii,Lutjanus_ehrenbergii,Lutjanus ehrenbergii,I,NA,I,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA
5778,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Chrysoblephus,lophus,Chrysoblephus_lophus,Chrysoblephus lophus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5779,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Diplodus,cervinus hottentotus,Diplodus_cervinus hottentotus,Diplodus cervinus hottentotus,I,NA,I,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5780,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Polyamblyodon,germanum,Polyamblyodon_germanum,Polyamblyodon germanum,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5781,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Polyamblyodon,gibbosum,Polyamblyodon_gibbosum,Polyamblyodon gibbosum,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5782,Actinopterygii (ray-finned fishes),Perciformes,Sphyraenidae,Sphyraena,flavicauda,Sphyraena_flavicauda,Sphyraena flavicauda,P,NA,P,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5783,Actinopterygii (ray-finned fishes),Perciformes,Sphyraenidae,Sphyraena,putnamae,Sphyraena_putnamae,Sphyraena putnamae,P,NA,P,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5784,Actinopterygii (ray-finned fishes),Perciformes,Sphyraenidae,Sphyraena,qenie,Sphyraena_qenie,Sphyraena qenie,P,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA
5785,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Lutjanus,endecacanthus,Lutjanus_endecacanthus,Lutjanus endecacanthus,I,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5786,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,hoshinonis,Synodus_hoshinonis,Synodus hoshinonis,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5787,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,indicus,Synodus_indicus,Synodus indicus,P,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5788,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,jaculum,Synodus_jaculum,Synodus jaculum,P,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5789,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Porcostoma,dentata,Porcostoma_dentata,Porcostoma dentata,P,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5790,Actinopterygii (ray-finned fishes),Perciformes,Sillaginidae,Sillago,schomburgkii,Sillago_schomburgkii,Sillago schomburgkii,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5791,Actinopterygii (ray-finned fishes),Perciformes,Pseudochromidae,Pseudochromis,natalensis,Pseudochromis_natalensis,Pseudochromis natalensis,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5792,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Acreichthys,radiatus,Acreichthys_radiatus,Acreichthys radiatus,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5793,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Chaetodermis,penicilligerus,Chaetodermis_penicilligerus,Chaetodermis penicilligera,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5794,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Monacanthus,chinensis,Monacanthus_chinensis,Monacanthus chinensis,O,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5795,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Paramonacanthus,japonicus,Paramonacanthus_japonicus,Paramonacanthus japonicus,I,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5796,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Paramonacanthus,nipponensis,Paramonacanthus_nipponensis,Paramonacanthus nipponensis,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5797,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Pseudalutarius,nasicornis,Pseudalutarius_nasicornis,Pseudalutarius nasicornis,I,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5798,Actinopterygii (ray-finned fishes),Perciformes,Callionymidae,Synchiropus,ocellatus,Synchiropus_ocellatus,Synchiropus ocellatus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5799,Actinopterygii (ray-finned fishes),Syngnathiformes,Syngnathidae,Nannocampus,elegans,Nannocampus_elegans,Nannocampus elegans,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5800,Actinopterygii (ray-finned fishes),Syngnathiformes,Centriscidae,Aeoliscus,punctulatus,Aeoliscus_punctulatus,Aeoliscus punctulatus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
5801,Actinopterygii (ray-finned fishes),Syngnathiformes,Solenostomidae,Solenostomus,cyanopterus,Solenostomus_cyanopterus,Solenostomus cyanopterus,I,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5802,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Rudarius,excelsus,Rudarius_excelsus,Rudarius excelsus,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5803,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Rudarius,minutus,Rudarius_minutus,Rudarius minutus,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5804,Actinopterygii (ray-finned fishes),Syngnathiformes,Syngnathidae,Acentronura,gracilissima,Acentronura_gracilissima,Acentronura gracilissima,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5805,Actinopterygii (ray-finned fishes),Perciformes,Trichonotidae,Trichonotus,marleyi,Trichonotus_marleyi,Trichonotus marleyi,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
5806,Actinopterygii (ray-finned fishes),Perciformes,Opistognathidae,Opistognathus,muscatensis,Opistognathus_muscatensis,Opistognathus muscatensis,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5807,Actinopterygii (ray-finned fishes),Perciformes,Cirrhitidae,Cristacirrhitus,punctatus,Cristacirrhitus_punctatus,Cristacirrhitus punctatus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5808,Actinopterygii (ray-finned fishes),Perciformes,Pseudochromidae,Pseudochromis,dutoiti,Pseudochromis_dutoiti,Pseudochromis dutoiti,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5809,Actinopterygii (ray-finned fishes),Perciformes,Plesiopidae,Acanthoplesiops,indicus,Acanthoplesiops_indicus,Acanthoplesiops indicus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5810,Actinopterygii (ray-finned fishes),Perciformes,Plesiopidae,Plesiops,coeruleolineatus,Plesiops_coeruleolineatus,Plesiops coeruleolineatus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5811,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,semiornatus,Apogon_semiornatus,Apogon semiornatus,PK,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
5812,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,multitaeniatus,Apogon_multitaeniatus,Apogon multitaeniatus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5813,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Fowleria,aurita,Fowleria_aurita,Fowleria aurita,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5814,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,queketti,Apogon_queketti,Apogon queketti,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5815,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,nigripinnis,Apogon_nigripinnis,Apogon nigripinnis,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5816,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,marleyi,Chaetodon_marleyi,Chaetodon marleyi,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5817,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,falcula,Chaetodon_falcula,Chaetodon falcula,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5818,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,blackburnii,Chaetodon_blackburnii,Chaetodon blackburnii,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5819,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Amphiprion,akallopisos,Amphiprion_akallopisos,Amphiprion akallopisos,PK,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
5820,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Abudefduf,sparoides,Abudefduf_sparoides,Abudefduf sparoides,O,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5821,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Thalassoma,hebraicum,Thalassoma_hebraicum,Thalassoma hebraicum,I,I,NA,NA,PK,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5822,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Halichoeres,lapillus,Halichoeres_lapillus,Halichoeres lapillus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5823,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Pteragogus,flagellifer,Pteragogus_flagellifer,Pteragogus flagellifer,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
