ID,Class,Order,Family,Genus,Species,Genus_and_species_,Genus_and_species,rmouillot,rnickwio,rmorais,rbrandl,rhalpern,ryeager,rnewman,rrls,randraldi,rwyatt,rhonorio,rclark,rharvey,rilarri,rmendes,rparrish,rpastro,rrodriguez,ralvarez,rbertoncini,rjohnson,rkattan,rleal,rpaula,rpereira,rramos,rrosa,rwilliams,runsworth,rsiquiera
5824,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Pteragogus,pelycus,Pteragogus_pelycus,Pteragogus pelycus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5825,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Pteragogus,taeniops,Pteragogus_taeniops,Pteragogus taeniops,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5826,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Stethojulis,albovittata,Stethojulis_albovittata,Stethojulis albovittata,I,I,I,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5827,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Coris,caudimacula,Coris_caudimacula,Coris caudimacula,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5828,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Oxyurichthys,papuensis,Oxyurichthys_papuensis,Oxyurichthys papuensis,O,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5829,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Priolepis,inhaca,Priolepis_inhaca,Priolepis inhaca,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5830,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Vanderhorstia,delagoae,Vanderhorstia_delagoae,Vanderhorstia delagoae,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5831,Actinopterygii (ray-finned fishes),Perciformes,Eleotridae,Butis,koilomatodon,Butis_koilomatodon,Butis koilomatodon,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5832,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Hetereleotris,zonata,Hetereleotris_zonata,Hetereleotris zonata,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5833,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Omobranchus,fasciolatus,Omobranchus_fasciolatus,Omobranchus fasciolatus,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
5834,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Omobranchus,elongatus,Omobranchus_elongatus,Omobranchus elongatus,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
5835,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Antennablennius,bifilum,Antennablennius_bifilum,Antennablennius bifilum,H,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
5836,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Antennablennius,australis,Antennablennius_australis,Antennablennius australis,H,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
5837,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Istiblennius,bellus,Istiblennius_bellus,Istiblennius bellus,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
5838,Actinopterygii (ray-finned fishes),Perciformes,Clinidae,Pavoclinus,mentalis,Pavoclinus_mentalis,Pavoclinus mentalis,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5839,Actinopterygii (ray-finned fishes),Perciformes,Clinidae,Pavoclinus,laurentii,Pavoclinus_laurentii,Pavoclinus laurentii,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5840,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Helcogramma,obtusirostre,Helcogramma_obtusirostre,Helcogramma obtusirostre,O,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5841,Actinopterygii (ray-finned fishes),Scorpaeniformes,Tetrarogidae,Ablabys,binotatus,Ablabys_binotatus,Ablabys binotatus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5842,Actinopterygii (ray-finned fishes),Gobiesociformes,Gobiesocidae,Lepadichthys,coccinotaenia,Lepadichthys_coccinotaenia,Lepadichthys coccinotaenia,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5843,Actinopterygii (ray-finned fishes),Anguilliformes,Moringuidae,Moringua,microchir,Moringua_microchir,Moringua microchir,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5844,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Cirrhimuraena,playfairii,Cirrhimuraena_playfairii,Cirrhimuraena playfairii,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5845,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Myrichthys,colubrinus,Myrichthys_colubrinus,Myrichthys colubrinus,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5846,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Pisodonophis,cancrivorus,Pisodonophis_cancrivorus,Pisodonophis cancrivorus,P,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5847,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Ophichthus,apicalis,Ophichthus_apicalis,Ophichthus apicalis,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5848,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Ophichthus,marginatus,Ophichthus_marginatus,Ophichthus marginatus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5849,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,griseus,Gymnothorax_griseus,Gymnothorax griseus,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5850,Actinopterygii (ray-finned fishes),Tetraodontiformes,Ostraciidae,Tetrosomus,concatenatus,Tetrosomus_concatenatus,Tetrosomus concatenatus,O,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5851,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Dentex,barnardi,Dentex_barnardi,Dentex barnardi,I,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5852,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Diplodus,bellottii,Diplodus_bellottii,Diplodus bellottii,I,NA,I,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5853,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Diplodus,fasciatus,Diplodus_fasciatus,Diplodus fasciatus,I,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5854,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Diplodus,prayensis,Diplodus_prayensis,Diplodus prayensis,I,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5855,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Diplodus,sargus ascensionis,Diplodus_sargus ascensionis,Diplodus sargus ascensionis,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5856,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Diplodus,sargus cadenati,Diplodus_sargus cadenati,Diplodus sargus cadenati,I,NA,I,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5857,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Diplodus,sargus helenae,Diplodus_sargus helenae,Diplodus sargus helenae,I,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5858,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Diplodus,sargus lineatus,Diplodus_sargus lineatus,Diplodus sargus lineatus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5859,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Amblyrhynchotes,honckenii,Amblyrhynchotes_honckenii,Amblyrhynchotes honckenii,I,NA,NA,NA,I,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5860,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Chelonodon,laticeps,Chelonodon_laticeps,Chelonodon laticeps,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5861,Actinopterygii (ray-finned fishes),Lophiiformes,Antennariidae,Antennarius,hispidus,Antennarius_hispidus,Antennarius hispidus,P,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5862,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,pulchella,Parapercis_pulchella,Parapercis pulchella,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5863,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Virididentex,acromegalus,Virididentex_acromegalus,Virididentex acromegalus,I,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5864,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,leucopleura,Chaetodon_leucopleura,Chaetodon leucopleura,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5865,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Gymnocranius,elongatus,Gymnocranius_elongatus,Gymnocranius elongatus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5866,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Amphiprion,polymnus,Amphiprion_polymnus,Amphiprion polymnus,PK,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
5867,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Enchelycore,anatina,Enchelycore_anatina,Enchelycore anatina,I,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5868,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Parapristipoma,octolineatum,Parapristipoma_octolineatum,Parapristipoma octolineatum,I,NA,NA,NA,I,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5869,Actinopterygii (ray-finned fishes),Scorpaeniformes,Gnathanacanthidae,Gnathanacanthus,goetzeei,Gnathanacanthus_goetzeei,Gnathanacanthus goetzeei,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5870,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Aphareus,furca,Aphareus_furca,Aphareus furca,P,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5871,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Gymnocrotaphus,curvidens,Gymnocrotaphus_curvidens,Gymnocrotaphus curvidens,I,NA,NA,NA,O,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5872,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Calamus,taurinus,Calamus_taurinus,Calamus taurinus,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5873,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Diplodus,bermudensis,Diplodus_bermudensis,Diplodus bermudensis,O,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5874,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Evynnis,cardinalis,Evynnis_cardinalis,Evynnis cardinalis,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5875,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Acanthopagrus,australis,Acanthopagrus_australis,Acanthopagrus australis,I,NA,I,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5876,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Acanthopagrus,palmaris,Acanthopagrus_palmaris,Acanthopagrus palmaris,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5877,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Archosargus,pourtalesii,Archosargus_pourtalesii,Archosargus pourtalesii,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5878,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Diplodus,noct,Diplodus_noct,Diplodus noct,I,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5879,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Calamus,mu,Calamus_mu,Calamus mu,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5880,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Saurida,nebulosa,Saurida_nebulosa,Saurida nebulosa,P,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5881,Actinopterygii (ray-finned fishes),Atheriniformes,Atherinidae,Hypoatherina,ovalaua,Hypoatherina_ovalaua,Hypoatherina ovalaua,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5882,Actinopterygii (ray-finned fishes),Beloniformes,Belonidae,Strongylura,incisa,Strongylura_incisa,Strongylura incisa,P,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5883,Actinopterygii (ray-finned fishes),Pleuronectiformes,Bothidae,Asterorhombus,intermedius,Asterorhombus_intermedius,Asterorhombus intermedius,I,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5884,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Pseudanthias,hypselosoma,Pseudanthias_hypselosoma,Pseudanthias hypselosoma,PK,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
5885,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,iomelas,Chromis_iomelas,Chromis iomelas,PK,NA,NA,NA,NA,PK,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
5886,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pristotis,obtusirostris,Pristotis_obtusirostris,Pristotis obtusirostris,PK,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
5887,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Choerodon,graphicus,Choerodon_graphicus,Choerodon graphicus,I,NA,NA,P,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5888,Actinopterygii (ray-finned fishes),Tetraodontiformes,Ostraciidae,Tetrosomus,gibbosus,Tetrosomus_gibbosus,Tetrosomus gibbosus,O,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5889,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Rhabdosargus,haffara,Rhabdosargus_haffara,Rhabdosargus haffara,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5890,Actinopterygii (ray-finned fishes),Perciformes,Kyphosidae,Girella,tricuspidata,Girella_tricuspidata,Girella tricuspidata,H,NA,H,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5891,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Anacanthus,barbatus,Anacanthus_barbatus,Anacanthus barbatus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5892,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Lagocephalus,spadiceus,Lagocephalus_spadiceus,Lagocephalus spadiceus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5893,Actinopterygii (ray-finned fishes),Beryciformes,Monocentridae,Monocentris,japonica,Monocentris_japonica,Monocentris japonica,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5894,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,alboguttata,Parapercis_alboguttata,Parapercis alboguttata,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5895,Actinopterygii (ray-finned fishes),Perciformes,Pempheridae,Pempheris,molucca,Pempheris_molucca,Pempheris molucca,PK,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
5896,Actinopterygii (ray-finned fishes),Tetraodontiformes,Ostraciidae,Ostracion,nasus,Ostracion_nasus,Ostracion nasus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
5897,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Epinephelus,labriformis,Epinephelus_labriformis,Epinephelus labriformis,P,NA,P,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5898,Actinopterygii (ray-finned fishes),Lophiiformes,Ogcocephalidae,Ogcocephalus,darwini,Ogcocephalus_darwini,Ogcocephalus darwini,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5899,Actinopterygii (ray-finned fishes),Perciformes,Oplegnathidae,Oplegnathus,insignis,Oplegnathus_insignis,Oplegnathus insignis,O,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5900,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Mycteroperca,olfax,Mycteroperca_olfax,Mycteroperca olfax,I,NA,I,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5901,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Muraena,lentiginosa,Muraena_lentiginosa,Muraena lentiginosa,P,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5902,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Halichoeres,dispilus,Halichoeres_dispilus,Halichoeres dispilus,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5903,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Neopomacentrus,cyanomos,Neopomacentrus_cyanomos,Neopomacentrus cyanomos,PK,NA,NA,PK,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
5904,Actinopterygii (ray-finned fishes),Beryciformes,Monocentridae,Cleidopus,gloriamaris,Cleidopus_gloriamaris,Cleidopus gloriamaris,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5905,Actinopterygii (ray-finned fishes),Perciformes,Latidae,Psammoperca,waigiensis,Psammoperca_waigiensis,Psammoperca waigiensis,P,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5906,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,lacertinus,Synodus_lacertinus,Synodus lacertinus,P,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5907,Actinopterygii (ray-finned fishes),Batrachoidiformes,Batrachoididae,Porichthys,margaritatus,Porichthys_margaritatus,Porichthys margaritatus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5908,Actinopterygii (ray-finned fishes),Tetraodontiformes,Balistidae,Pseudobalistes,naufragium,Pseudobalistes_naufragium,Pseudobalistes naufragium,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
5909,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,kiensis,Apogon_kiensis,Apogon kiensis,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5910,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,lineatus,Apogon_lineatus,Apogon lineatus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
