ID,Class,Order,Family,Genus,Species,Genus_and_species,Gaspar,Nick_WIO,Morais,Brandl,Nick_Pacific,Halpern,Yeager,Newman,Rangel,Nagelkerken,RLS,rgaspar,rnickwio,rmorais,rbrandl,rhalpern,ryeager,rnewman,rrls
5907,Actinopterygii (ray-finned fishes),Batrachoidiformes,Batrachoididae,Porichthys,margaritatus,Porichthys margaritatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5908,Actinopterygii (ray-finned fishes),Tetraodontiformes,Balistidae,Pseudobalistes,naufragium,Pseudobalistes naufragium,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
5909,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,kiensis,Apogon kiensis,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
5910,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,lineatus,Apogon lineatus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
5911,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,niger,Apogon niger,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
5912,Actinopterygii (ray-finned fishes),Perciformes,Callionymidae,Dactylopus,dactylopus,Dactylopus dactylopus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
5913,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Dendrochirus,bellus,Dendrochirus bellus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5914,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Dischistodus,pseudochrysopoecilus,Dischistodus pseudochrysopoecilus,HD,NA,NA,TurfDetrit,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,H,NA,NA,NA,H
5915,Actinopterygii (ray-finned fishes),Perciformes,Ephippidae,Ephippus,orbis,Ephippus orbis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5916,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Abudefduf,troschelii,Abudefduf troschelii,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
5917,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,thyrsoideus,Gymnothorax thyrsoideus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,P
5918,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Anisotremus,interruptus,Anisotremus interruptus,IM,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,I,NA,NA,NA,NA,I
5919,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Anisotremus,scapularis,Anisotremus scapularis,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,I
5920,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,dovii,Apogon dovii,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,I
5921,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Bathygobius,andrei,Bathygobius andrei,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5922,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Bathygobius,ramosus,Bathygobius ramosus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5923,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Lagocephalus,lunaris,Lagocephalus lunaris,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5924,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Oxyurichthys,visayanus,Oxyurichthys visayanus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
5925,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Ryukyupercis,gushikeni,Parapercis gushikeni,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5926,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Hypsoblennius,brevipinnis,Hypsoblennius brevipinnis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,O
5927,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Bodianus,diplotaenia,Bodianus diplotaenia,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
5928,Actinopterygii (ray-finned fishes),Pleuronectiformes,Soleidae,Pardachirus,pavoninus,Pardachirus pavoninus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5929,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Bodianus,eclancheri,Bodianus eclancheri,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
5930,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Bollmannia,chlamydes,Bollmannia chlamydes,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5931,Actinopterygii (ray-finned fishes),Ophidiiformes,Ophidiidae,Brotula,clarkae,Brotula clarkae,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5932,Actinopterygii (ray-finned fishes),Perciformes,Malacanthidae,Caulolatilus,affinis,Caulolatilus affinis,IM,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,I,NA,NA,NA,NA,NA
5933,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,tripunctatus,Pomacentrus tripunctatus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,O
5934,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,humeralis,Chaetodon humeralis,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
5935,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,atrilobata,Chromis atrilobata,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
5936,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Echidna,nocturna,Echidna nocturna,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
5937,Actinopterygii (ray-finned fishes),Tetraodontiformes,Ostraciidae,Ostracion,rhinorhynchos,Ostracion rhinorhynchos,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5938,Actinopterygii (ray-finned fishes),Syngnathiformes,Fistulariidae,Fistularia,corneta,Fistularia corneta,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
5939,Actinopterygii (ray-finned fishes),Pleuronectiformes,Samaridae,Samaris,cristatus,Samaris cristatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5940,Actinopterygii (ray-finned fishes),Cypriniformes,Cyprinidae,Gobiosoma,paradoxum,Gobiosoma paradoxum,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5941,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Holacanthus,passer,Holacanthus passer,OM,NA,Sessile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,I,NA,NA,NA,NA,O
5942,Actinopterygii (ray-finned fishes),Perciformes,Labrisomidae,Labrisomus,multiporosus,Labrisomus multiporosus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
5943,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Parascorpaena,picta,Parascorpaena picta,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5944,Actinopterygii (ray-finned fishes),Perciformes,Labrisomidae,Labrisomus,xanti,Labrisomus xanti,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
5945,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Myrichthys,tigrinus,Myrichthys tigrinus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
5946,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,macrops,Synodus macrops,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
5947,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Aphareus,rutilans,Aphareus rutilans,FC,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,#REF!,P,NA,NA,NA,P,NA,NA,P
5948,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Ophioblennius,steindachneri,Ophioblennius steindachneri,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
5949,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Xiphocheilus,typus,Xiphocheilus typus,IM,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,I,NA,NA,NA,NA,NA
5950,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Plectorhinchus,pictus,Plectorhinchus pictus,IM,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,I,NA,NA,NA,NA,NA
5951,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Plectorhinchus,polytaenia,Plectorhinchus polytaenia,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
5952,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Haemulon,maculicauda,Haemulon maculicauda,IM,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,I,NA,NA,NA,NA,I
5953,Actinopterygii (ray-finned fishes),Perciformes,Labrisomidae,Paraclinus,mexicanus,Paraclinus mexicanus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
5954,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Paranthias,colonus,Paranthias colonus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
5955,Actinopterygii (ray-finned fishes),Perciformes,Ephippidae,Parapsettus,panamensis,Parapsettus panamensis,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
5956,Actinopterygii (ray-finned fishes),Perciformes,Sciaenidae,Pareques,viola,Pareques viola,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
5957,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Pomacanthus,zonipectus,Pomacanthus zonipectus,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
5958,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Halichoeres,notospilus,Halichoeres notospilus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
5959,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Rypticus,nigripinnis,Rypticus nigripinnis,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,NA,NA,NA,NA,NA,P
5960,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,histrio,Scorpaena histrio,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,NA,NA,NA,NA,NA,I
5961,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,mystes,Scorpaena mystes,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,NA,NA,NA,NA,NA,I
5962,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Xenichthys,xanti,Xenichthys xanti,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
5963,Actinopterygii (ray-finned fishes),Perciformes,Sphyraenidae,Sphyraena,idiastes,Sphyraena idiastes,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,NA,NA,NA,NA,NA,P
5964,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Scarus,perrico,Scarus perrico,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
5965,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Chlorurus,oedema,Chlorurus oedema,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
5966,Actinopterygii (ray-finned fishes),Gobiesociformes,Gobiesocidae,Gobiesox,marmoratus,Gobiesox marmoratus,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
5967,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Aprion,virescens,Aprion virescens,FC,Piscivore,Fish-cephalopod feeder,NA,Piscivore,NA,Nocturnal piscivore,NA,NA,NA,#REF!,P,P,P,NA,NA,P,NA,P
5968,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Choerodon,oligacanthus,Choerodon oligacanthus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5969,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,filamentosa,Parapercis filamentosa,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5970,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Palutrus,scapulopunctatus,Palutrus scapulopunctatus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
5971,Actinopterygii (ray-finned fishes),Gadiformes,Bregmacerotidae,Bregmaceros,mcclellandi,Bregmaceros mcclellandi,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5972,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Pinjalo,lewisi,Pinjalo lewisi,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
5973,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Liopropoma,collettei,Liopropoma collettei,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
5974,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Liopropoma,mitratum,Liopropoma mitratum,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
5975,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Xyrichtys,niger,Xyrichtys niger,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5976,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Priolepis,fallacincta,Priolepis fallacincta,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
5977,Actinopterygii (ray-finned fishes),Perciformes,Sillaginidae,Sillago,bassensis,Sillago bassensis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5978,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Apsilus,dentatus,Apsilus dentatus,IM,NA,Mobile invertebrate feeder,NA,NA,MCAR,NA,NA,NA,NA,NA,I,NA,I,NA,P,NA,NA,NA
5979,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Oblada,melanura,Oblada melanura,PK,NA,Planktivore,NA,NA,OMNI,NA,NA,NA,NA,#REF!,PK,NA,PK,NA,O,NA,NA,I
5980,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Helcogramma,billi,Helcogramma billi,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
5981,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Helcogramma,capidatum,Helcogramma capidatum,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
5982,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Helcogramma,chica,Helcogramma chica,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,I
5983,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Helcogramma,decurrens,Helcogramma decurrens,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,I
5984,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Helcogramma,ellioti,Helcogramma ellioti,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
5985,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Helcogramma,fuscopinna,Helcogramma fuscopinna,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
5986,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Helcogramma,rhinoceros,Helcogramma rhinoceros,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,I
5987,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Helcogramma,springeri,Helcogramma springeri,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,I
5988,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Helcogramma,striatum,Helcogramma striatum,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,I
5989,Actinopterygii (ray-finned fishes),Pleuronectiformes,Samaridae,Samariscus,triocellatus,Samariscus triocellatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5990,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,doederleini,Apogon doederleini,PK,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,I,NA,NA,NA,NA,I
5991,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,hoevenii,Apogon hoevenii,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
5992,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,moluccensis,Apogon moluccensis,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
5993,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,notatus,Apogon notatus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,I
5994,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Cheilodipterus,zonatus,Cheilodipterus zonatus,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
5995,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Fowleria,vaiulae,Fowleria vaiulae,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5996,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Neamia,octospina,Neamia octospina,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
5997,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Rhinomuraena,quaesita,Rhinomuraena quaesita,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,P
5998,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Strophidon,sathete,Strophidon sathete,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
5999,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Apsilus,fuscus,Apsilus fuscus,IM,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,NA,I,NA,NA,NA,P,NA,NA,NA
6000,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Genicanthus,melanospilos,Genicanthus melanospilos,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6001,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Genicanthus,watanabei,Genicanthus watanabei,PK,NA,NA,NA,NA,NA,Diurnal planktivore,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,PK,NA,PK
6002,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Alphestes,afer,Alphestes afer,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6003,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Alphestes,immaculatus,Alphestes immaculatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
6004,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Alphestes,multiguttatus,Alphestes multiguttatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
6005,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Cephalopholis,panamensis,Cephalopholis panamensis,FC,NA,Fish-cephalopod feeder,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,P,NA,NA,NA,NA,P
6006,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Apolemichthys,griffisi,Apolemichthys griffisi,IS,NA,NA,NA,NA,NA,Invertivore,NA,NA,NA,NA,I,NA,NA,NA,NA,I,NA,NA
6007,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,colini,Centropyge colini,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA
6008,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Cephalopholis,fulva,Cephalopholis fulva,IM,NA,Fish-cephalopod feeder,NA,NA,MCAR,NA,NA,NA,NA,#REF!,I,NA,P,NA,P,NA,NA,P
6009,Actinopterygii (ray-finned fishes),Pleuronectiformes,Bothidae,Bothus,guibei,Bothus guibei,IM,NA,NA,NA,NA,SAND,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
6010,Actinopterygii (ray-finned fishes),Pleuronectiformes,Bothidae,Bothus,mellissi,Bothus mellissi,IM,NA,NA,NA,NA,SAND,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
6011,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Pagellus,acarne,Pagellus acarne,IM,NA,NA,NA,NA,SAND,NA,NA,NA,NA,#REF!,I,NA,NA,NA,I,NA,NA,I
6012,Actinopterygii (ray-finned fishes),Perciformes,Scombridae,Acanthocybium,solandri,Acanthocybium solandri,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,NA,NA,NA,NA,NA,P
6013,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Pagellus,bogaraveo,Pagellus bogaraveo,IM,NA,NA,NA,NA,SAND,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
6014,Actinopterygii (ray-finned fishes),Pleuronectiformes,Soleidae,Aseraggodes,xenicus,Aseraggodes xenicus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6015,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,dolosus,Chaetodon dolosus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
6016,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,mitratus,Chaetodon mitratus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6017,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Pagellus,erythrinus,Pagellus erythrinus,IM,NA,Omnivore,NA,NA,SAND,NA,NA,NA,NA,#REF!,I,NA,O,NA,I,NA,NA,I
6018,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,zanzibarensis,Chaetodon zanzibarensis,IS,Corallivore,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,I,NA,NA,NA,NA,NA,I
6019,Actinopterygii (ray-finned fishes),Ophidiiformes,Ophidiidae,Brotulotaenia,brevicauda,Brotulotaenia brevicauda,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6020,Actinopterygii (ray-finned fishes),Pleuronectiformes,Soleidae,Zebrias,zebra,Zebrias zebra,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6021,Actinopterygii (ray-finned fishes),Tetraodontiformes,Balistidae,Abalistes,stellaris,Abalistes stellaris,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6022,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Grammonus,longhursti,Grammonus longhursti,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
6023,Actinopterygii (ray-finned fishes),Beloniformes,Belonidae,Platybelone,argalus lovii,Platybelone argalus lovii,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
6024,Actinopterygii (ray-finned fishes),Beloniformes,Belonidae,Strongylura,senegalensis,Strongylura senegalensis,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
6025,Actinopterygii (ray-finned fishes),Beloniformes,Belonidae,Tylosurus,acus imperialis,Tylosurus acus imperialis,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
6026,Actinopterygii (ray-finned fishes),Beloniformes,Belonidae,Tylosurus,acus rafale,Tylosurus acus rafale,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
