ID,Class,Order,Family,Genus,Species,Genus_and_species_,Genus_and_species,Gaspar,Mouillot,Nick_WIO,Morais,Brandl,Nick_Pacific,Halpern,Yeager,Newman,Rangel,Nagelkerken,RLS,Siquiera,Andradi-Brown,Wyatt,Honorio,Clark,Harvey,Ilarri,Mendes,Parrish,Pastro,Rodríguez-Zaragoza,Alvarez-Filip,Bertoncini,Chaves,Johnson,Kattan,Leal,Paula,Pereira,Ramos,Rosa,Williams,Unsworth
5008,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Apterichtus,australis,Apterichtus_australis,Apterichtus australis,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5009,Actinopterygii (ray-finned fishes),Scorpaeniformes,Tetrarogidae,Centropogon,australis,Centropogon_australis,Centropogon australis,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5010,Actinopterygii (ray-finned fishes),Perciformes,Ptereleotridae,Ptereleotris,brachyptera,Ptereleotris_brachyptera,Ptereleotris brachyptera,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5011,Actinopterygii (ray-finned fishes),Perciformes,Ptereleotridae,Ptereleotris,kallista,Ptereleotris_kallista,Ptereleotris kallista,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5012,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Muraena,augusti,Muraena_augusti,Muraena augusti,IM,,NA,Mobile invertebrate feeder,NA,NA,MCAR,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5013,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,microspilus,Pomacentrus_microspilus,Pomacentrus microspilus,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omnivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5014,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,xouthos,Chromis_xouthos,Chromis xouthos,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5015,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Epibulus,brevis,Epibulus_brevis,Epibulus brevis,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5016,Actinopterygii (ray-finned fishes),Scorpaeniformes,Synanceiidae,Minous,monodactylus,Minous_monodactylus,Minous monodactylus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5017,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Eviota,hoesei,Eviota_hoesei,Eviota hoesei,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5018,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Eviota,readerae,Eviota_readerae,Eviota readerae,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5019,Actinopterygii (ray-finned fishes),Perciformes,Xenisthmidae,Xenisthmus,chi,Xenisthmus_chi,Xenisthmus chi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5020,Actinopterygii (ray-finned fishes),Perciformes,Xenisthmidae,Xenisthmus,eirospilus,Xenisthmus_eirospilus,Xenisthmus eirospilus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,Actinopterygii (ray-finned fishes),Perciformes,Xenisthmidae,Xenisthmus,semicinctus,Xenisthmus_semicinctus,Xenisthmus semicinctus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5022,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Asterropteryx,senoui,Asterropteryx_senoui,Asterropteryx senoui,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5023,Actinopterygii (ray-finned fishes),Scorpaeniformes,Synanceiidae,Synanceia,horrida,Synanceia_horrida,Synanceia horrida,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5024,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,seminigracaudus,Apogon_seminigracaudus,Apogon seminigracaudus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5025,Actinopterygii (ray-finned fishes),Albuliformes,Albulidae,Albula,oligolepis,Albula_oligolepis,Albula oligolepis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5026,Actinopterygii (ray-finned fishes),Albuliformes,Albulidae,Albula,virgata,Albula_virgata,Albula virgata,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5027,Actinopterygii (ray-finned fishes),Gobiesociformes,Gobiesocidae,Discotrema,zonatum,Discotrema_zonatum,Discotrema zonatum,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5028,Actinopterygii (ray-finned fishes),Batrachoidiformes,Batrachoididae,Daector,reticulata,Daector_reticulata,Daector reticulata,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5029,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Tomiyamichthys,tanyspilus,Tomiyamichthys_tanyspilus,Tomiyamichthys tanyspilus,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,onumai,Chromis_onumai,Chromis onumai,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5031,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Trimma,yanagitai,Trimma_yanagitai,Trimma yanagitai,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5032,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Trimma,nomurai,Trimma_nomurai,Trimma nomurai,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5033,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,pictus,Gymnothorax_pictus,Gymnothorax pictus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5034,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Vanderhorstia,attenuata,Vanderhorstia_attenuata,Vanderhorstia attenuata,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5035,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Vanderhorstia,auronotata,Vanderhorstia_auronotata,Vanderhorstia auronotata,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5036,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Cephalopholis,argus,Cephalopholis_argus,Cephalopholis argus,FC,,Piscivore,NA,Piscivore,Piscivore,NA,Diurnal piscivore,NA,NA,NA,Higher carnivore,GC,NA,NA,NA,NA,Piscivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5037,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Vanderhorstia,belloides,Vanderhorstia_belloides,Vanderhorstia belloides,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5038,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Vanderhorstia,dorsomacula,Vanderhorstia_dorsomacula,Vanderhorstia dorsomacula,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5039,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Cirrhilabrus,brunneus,Cirrhilabrus_brunneus,Cirrhilabrus brunneus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5040,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Paracheilinus,walton,Paracheilinus_walton,Paracheilinus walton,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5041,Actinopterygii (ray-finned fishes),Tetraodontiformes,Ostraciidae,Lactoria,cornuta,Lactoria_cornuta,Lactoria cornuta,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5042,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Tryssogobius,nigrolineatus,Tryssogobius_nigrolineatus,Tryssogobius nigrolineatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5043,Actinopterygii (ray-finned fishes),Gobiesociformes,Gobiesocidae,Diplecogaster,bimaculata bimaculata,Diplecogaster_bimaculata bimaculata,Diplecogaster bimaculata bimaculata,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5044,Actinopterygii (ray-finned fishes),Gobiesociformes,Gobiesocidae,Lepadogaster,candolii,Lepadogaster_candolii,Lepadogaster candolii,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5045,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Arothron,nigropunctatus,Arothron_nigropunctatus,Arothron nigropunctatus,IS,,NA,NA,NA,NA,SINV,Corallivore,NA,NA,NA,Omnivore,SI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5046,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Arothron,meleagris,Arothron_meleagris,Arothron meleagris,IS,,NA,NA,NA,NA,NA,Corallivore,NA,NA,NA,Benthic invertivore,SI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5047,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Bodianus,neopercularis,Bodianus_neopercularis,Bodianus neopercularis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5048,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Bodianus,paraleucosticticus,Bodianus_paraleucosticticus,Bodianus paraleucosticticus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5049,Actinopterygii (ray-finned fishes),Scorpaeniformes,Synanceiidae,Inimicus,filamentosus,Inimicus_filamentosus,Inimicus filamentosus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5050,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Pterois,russelii,Pterois_russelii,Pterois russelii,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5051,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,mascarensis,Synodus_mascarensis,Synodus mascarensis,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5052,Actinopterygii (ray-finned fishes),Tetraodontiformes,Diodontidae,Chilomycterus,schoepfii,Chilomycterus_schoepfii,Chilomycterus schoepfii,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5053,Actinopterygii (ray-finned fishes),Perciformes,Cirrhitidae,Cirrhitus,rivulatus,Cirrhitus_rivulatus,Cirrhitus rivulatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5054,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Beaglichthys,bleekeri,Beaglichthys_bleekeri,Beaglichthys bleekeri,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5055,Actinopterygii (ray-finned fishes),Perciformes,Opistognathidae,Opistognathus,punctatus,Opistognathus_punctatus,Opistognathus punctatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5056,Actinopterygii (ray-finned fishes),Scorpaeniformes,Tetrarogidae,Liocranium,pleurostigma,Liocranium_pleurostigma,Liocranium pleurostigma,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5057,Actinopterygii (ray-finned fishes),Perciformes,Polynemidae,Polydactylus,sexfilis,Polydactylus_sexfilis,Polydactylus sexfilis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5058,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Amphiprion,barberi,Amphiprion_barberi,Amphiprion barberi,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5059,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Cirrhilabrus,beauperryi,Cirrhilabrus_beauperryi,Cirrhilabrus beauperryi,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planktivore,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5060,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Minysicya,caudimaculata,Minysicya_caudimaculata,Minysicya caudimaculata,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5061,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Ostorhinchus,leslie,Ostorhinchus_leslie,Ostorhinchus leslie,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5062,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Chaetodontoplus,vanderloosi,Chaetodontoplus_vanderloosi,Chaetodontoplus vanderloosi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5063,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Neamia,articycla,Neamia_articycla,Neamia articycla,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5064,Actinopterygii (ray-finned fishes),Syngnathiformes,Syngnathidae,Dunckerocampus,naia,Dunckerocampus_naia,Dunckerocampus naia,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5065,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,monochroma,Chromis_monochroma,Chromis monochroma,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5066,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,pura,Chromis_pura,Chromis pura,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5067,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Pterocaesio,flavifasciata,Pterocaesio_flavifasciata,Pterocaesio flavifasciata,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5068,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Wetmorella,tanakai,Wetmorella_tanakai,Wetmorella tanakai,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5069,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Grammonus,yunokawai,Grammonus_yunokawai,Grammonus yunokawai,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5070,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Laiphognathus,longispinis,Laiphognathus_longispinis,Laiphognathus longispinis,HD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5071,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,pacifica,Parapercis_pacifica,Parapercis pacifica,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5072,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,queenslandica,Parapercis_queenslandica,Parapercis queenslandica,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5073,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,xanthogramma,Parapercis_xanthogramma,Parapercis xanthogramma,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5074,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Bodianus,sepiacaudus,Bodianus_sepiacaudus,Bodianus sepiacaudus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5075,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Bodianus,rubrisos,Bodianus_rubrisos,Bodianus rubrisos,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5076,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Bodianus,dictynna,Bodianus_dictynna,Bodianus dictynna,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5077,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Bodianus,busellatus,Bodianus_busellatus,Bodianus busellatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5078,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Bodianus,solatus,Bodianus_solatus,Bodianus solatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5079,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Pagrus,auratus,Pagrus_auratus,Pagrus auratus,IM,,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5080,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Eviota,partimacula,Eviota_partimacula,Eviota partimacula,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5081,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Xyrichtys,pastellus,Xyrichtys_pastellus,Xyrichtys pastellus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5082,Actinopterygii (ray-finned fishes),Gobiesociformes,Gobiesocidae,Lepadogaster,lepadogaster,Lepadogaster_lepadogaster,Lepadogaster lepadogaster,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5083,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Choerodon,schoenleinii,Choerodon_schoenleinii,Choerodon schoenleinii,IM,,NA,NA,Piscivore,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5084,Actinopterygii (ray-finned fishes),Perciformes,Clinidae,Ribeiroclinus,eigenmanni,Ribeiroclinus_eigenmanni,Ribeiroclinus eigenmanni,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5085,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Scarus,tricolor,Scarus_tricolor,Scarus tricolor,OM,,Herbivore Scraper,NA,NA,NA,NA,Scraper,NA,NA,NA,Scraping herbivore,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
