ID,Class,Order,Family,Genus,Species,Genus_and_species_,Genus_and_species,Gaspar,Mouillot,Nick_WIO,Morais,Brandl,Nick_Pacific,Halpern,Yeager,Newman,Rangel,Nagelkerken,RLS,Siquiera,Andradi-Brown,Wyatt,Honorio,Clark,Harvey,Ilarri,Mendes,Parrish,Pastro,Rodríguez-Zaragoza,Alvarez-Filip,Bertoncini,Chaves,Johnson,Kattan,Leal,Paula,Pereira,Ramos,Rosa,Williams,Unsworth
4930,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Diancistrus,robustus,Diancistrus_robustus,Diancistrus robustus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4931,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Diancistrus,springeri,Diancistrus_springeri,Diancistrus springeri,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4932,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Diancistrus,tongaensis,Diancistrus_tongaensis,Diancistrus tongaensis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4933,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Diancistrus,vietnamensis,Diancistrus_vietnamensis,Diancistrus vietnamensis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4934,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Paradiancistrus,acutirostris,Paradiancistrus_acutirostris,Paradiancistrus acutirostris,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4935,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Paradiancistrus,cuyoensis,Paradiancistrus_cuyoensis,Paradiancistrus cuyoensis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4936,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Dermatopsis,greenfieldi,Dermatopsis_greenfieldi,Dermatopsis greenfieldi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4937,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,lineopunctata,Parapercis_lineopunctata,Parapercis lineopunctata,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4938,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Dipulus,hutchinsi,Dipulus_hutchinsi,Dipulus hutchinsi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4939,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Dermatopsoides,andersoni,Dermatopsoides_andersoni,Dermatopsoides andersoni,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4940,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Ogilbia,cocoensis,Ogilbia_cocoensis,Ogilbia cocoensis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4941,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Ogilbia,jewettae,Ogilbia_jewettae,Ogilbia jewettae,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4942,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Ogilbia,nigromarginata,Ogilbia_nigromarginata,Ogilbia nigromarginata,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4943,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Ogilbia,robertsoni,Ogilbia_robertsoni,Ogilbia robertsoni,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4944,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Ogilbia,sedorae,Ogilbia_sedorae,Ogilbia sedorae,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4945,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Ogilbia,jeffwilliamsi,Ogilbia_jeffwilliamsi,Ogilbia jeffwilliamsi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4946,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Ogilbia,sabaji,Ogilbia_sabaji,Ogilbia sabaji,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4947,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Ogilbia,suarezae,Ogilbia_suarezae,Ogilbia suarezae,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4948,Actinopterygii (ray-finned fishes),Gobiesociformes,Gobiesocidae,Apletodon,wirtzi,Apletodon_wirtzi,Apletodon wirtzi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4949,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Ogilbichthys,kakuki,Ogilbichthys_kakuki,Ogilbichthys kakuki,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4950,Actinopterygii (ray-finned fishes),Ophidiiformes,Bythitidae,Ogilbichthys,longimanus,Ogilbichthys_longimanus,Ogilbichthys longimanus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4951,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Trimma,flavatrum,Trimma_flavatrum,Trimma flavatrum,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4952,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Trimma,hayashii,Trimma_hayashii,Trimma hayashii,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planktivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4953,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Cabillus,atripelvicus,Cabillus_atripelvicus,Cabillus atripelvicus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4954,Actinopterygii (ray-finned fishes),Ophidiiformes,Ophidiidae,Brotula,flaviviridis,Brotula_flaviviridis,Brotula flaviviridis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4955,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Zoramia,flebila,Zoramia_flebila,Zoramia flebila,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4956,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Zoramia,viridiventer,Zoramia_viridiventer,Zoramia viridiventer,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4957,Actinopterygii (ray-finned fishes),Anguilliformes,Congridae,Gorgasia,thamani,Gorgasia_thamani,Gorgasia thamani,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4958,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,kautamea,Apogon_kautamea,Apogon kautamea,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4959,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,rubrifuscus,Apogon_rubrifuscus,Apogon rubrifuscus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4960,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,campbelli,Apogon_campbelli,Apogon campbelli,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4961,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Cabillus,caudimacula,Cabillus_caudimacula,Cabillus caudimacula,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4962,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Pleurosicya,larsonae,Pleurosicya_larsonae,Pleurosicya larsonae,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4963,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Iniistius,griffithsi,Iniistius_griffithsi,Iniistius griffithsi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4964,Actinopterygii (ray-finned fishes),Perciformes,Epigonidae,Epigonus,cavaticus,Epigonus_cavaticus,Epigonus cavaticus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4965,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,pleuron,Apogon_pleuron,Apogon pleuron,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4966,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Oxycheilinus,lineatus,Oxycheilinus_lineatus,Oxycheilinus lineatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4967,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Sicyopterus,stimpsoni,Sicyopterus_stimpsoni,Sicyopterus stimpsoni,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4968,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Caranx,fischeri,Caranx_fischeri,Caranx fischeri,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4969,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Trimma,gigantum,Trimma_gigantum,Trimma gigantum,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4970,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Trimma,randalli,Trimma_randalli,Trimma randalli,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4971,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Trimma,tauroculum,Trimma_tauroculum,Trimma tauroculum,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4972,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Trimma,fucatum,Trimma_fucatum,Trimma fucatum,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4973,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Trimma,sanguinellus,Trimma_sanguinellus,Trimma sanguinellus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4974,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,brevirostris,Chromis_brevirostris,Chromis brevirostris,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4975,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Scarus,maculipinna,Scarus_maculipinna,Scarus maculipinna,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,Actinopterygii (ray-finned fishes),Clupeiformes,Chirocentridae,Chirocentrus,dorab,Chirocentrus_dorab,Chirocentrus dorab,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4977,Actinopterygii (ray-finned fishes),Tetraodontiformes,Balistidae,Xanthichthys,caeruleolineatus,Xanthichthys_caeruleolineatus,Xanthichthys caeruleolineatus,PK,,NA,NA,NA,NA,NA,Diurnal planktivore,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4978,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Caranx,papuensis,Caranx_papuensis,Caranx papuensis,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher carnivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4979,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Ichthyapus,platyrhynchus,Ichthyapus_platyrhynchus,Ichthyapus platyrhynchus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4980,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Plectorhinchus,albovittatus,Plectorhinchus_albovittatus,Plectorhinchus albovittatus,IM,,NA,NA,InvMobMac,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4981,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Plectorhinchus,chaetodonoides,Plectorhinchus_chaetodonoides,Plectorhinchus chaetodonoides,IM,,NA,NA,Piscivore,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4982,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Plectorhinchus,gaterinoides,Plectorhinchus_gaterinoides,Plectorhinchus gaterinoides,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4983,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Plectorhinchus,gibbosus,Plectorhinchus_gibbosus,Plectorhinchus gibbosus,IM,,Invertivore,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4984,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Asterropteryx,ovata,Asterropteryx_ovata,Asterropteryx ovata,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4985,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Plectorhinchus,obscurus,Plectorhinchus_obscurus,Plectorhinchus obscurus,IM,,NA,NA,NA,Invertivore,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4986,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Nectamia,viria,Nectamia_viria,Nectamia viria,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4987,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Plectorhinchus,picus,Plectorhinchus_picus,Plectorhinchus picus,IM,,NA,Mobile invertebrate feeder,NA,Invertivore,NA,Invertivore,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4988,Actinopterygii (ray-finned fishes),Gobiesociformes,Gobiesocidae,Discotrema,monogrammum,Discotrema_monogrammum,Discotrema monogrammum,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4989,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chrysiptera,giti,Chrysiptera_giti,Chrysiptera giti,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4990,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Paracheilinus,nursalim,Paracheilinus_nursalim,Paracheilinus nursalim,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planktivore,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4991,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Epinephelus,quernus,Epinephelus_quernus,Epinephelus quernus,FC,,NA,Fish-cephalopod feeder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4992,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Grallenia,lipi,Grallenia_lipi,Grallenia lipi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4993,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Grallenia,arenicola,Grallenia_arenicola,Grallenia arenicola,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4994,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Pseudanthias,charleneae,Pseudanthias_charleneae,Pseudanthias charleneae,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4995,Actinopterygii (ray-finned fishes),Perciformes,Pseudochromidae,Pictichromis,coralensis,Pictichromis_coralensis,Pictichromis coralensis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4996,Actinopterygii (ray-finned fishes),Syngnathiformes,Syngnathidae,Corythoichthys,benedetto,Corythoichthys_benedetto,Corythoichthys benedetto,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4997,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Pterois,andover,Pterois_andover,Pterois andover,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4998,Actinopterygii (ray-finned fishes),Perciformes,Mullidae,Parupeneus,rubescens,Parupeneus_rubescens,Parupeneus rubescens,IM,,Invertivore & Piscivore,NA,NA,NA,SAND,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4999,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Coryphopterus,tortugae,Coryphopterus_tortugae,Coryphopterus tortugae,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5000,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Nectamia,ignitops,Nectamia_ignitops,Nectamia ignitops,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Nectamia,luxuria,Nectamia_luxuria,Nectamia luxuria,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planktivore,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Nectamia,similis,Nectamia_similis,Nectamia similis,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planktivore,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5003,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Vanderhorstia,steelei,Vanderhorstia_steelei,Vanderhorstia steelei,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,basimaculata,Parapercis_basimaculata,Parapercis basimaculata,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5005,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,natator,Parapercis_natator,Parapercis natator,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5006,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,javanicus,Gymnothorax_javanicus,Gymnothorax javanicus,FC,,NA,NA,NA,NA,NA,Nocturnal piscivore,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Piscivore,NA,NA,NA,NA,NA,NA,NA,NA
5007,Actinopterygii (ray-finned fishes),Scorpaeniformes,Apistidae,Apistus,carinatus,Apistus_carinatus,Apistus carinatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
